RecAreaID,RecAreaName
3088,Jacques Cousteau National Estuarine Research Reserve
3089,Jobos Bay National Estuarine Research Reserve
3090,Kachemak Bay National Estuarine Research Reserve
3091,Narragansett Bay National Estuarine Research Reserve
3093,North Carolina National Estuarine Research Reserve
3095,North Inlet-Winyah Bay National Estuarine Research Reserve
3096,Old Woman Creek National Estuarine Research Reserve
3097,Padilla Bay National Estuarine Research Reserve
3098,Rookery Bay National Estuarine Research Reserve
3099,Sapelo Island National Estuarine Research Reserve
3100,South Slough National Estuarine Research Reserve
3101,Tijuana River National Estuarine Research Reserve
3102,Waquoit Bay National Estuarine Research Reserve
3104,Hawaiian Islands Humpback Whale National Marine Sanctuary
3105,Papahānaumokuākea Marine National Monument
3107,California Coastal National Monument
3108,Grand Canyon - Parashant National Monument
3110,Sonoran Desert National Monument
3111,Vermilion Cliffs National Monument
3112,Carrizo Plain National Monument
3113,Santa Rosa and San Jacinto Mountains National Monument
3114,Canyons of the Ancient National Monument
3115,Craters of the Moon National Monument
3116,Pompeys Pillar National Monument
3117,Upper Missouri River Breaks National Monument
3118,Kasha-Katuwe Tent Rocks National Monument
3119,Cascade-Siskiyou National Monument
3120,Grand Staircase-Escalante National Monument
3123,McInnis Canyons National Conservation Area
3127,Webster Reservoir
3129,Freezeout Lake
3130,Gerber Dam and Reservoir
3131,Thief Valley Dam and Reservoir
3132,Upper Klamath Lake
3133,Clear Lake Reservoir
3134,Wolf Trap National Park for the Performing Arts
3135,El Camino Real de Tierra Adentro National Historic Trail
3137,Chesapeake Bay
3138,Cedar Creek & Belle Grove National Historical Park
3144,Annmarie Garden on St. John
3149,Arizona-Sonora Desert Museum
3266,Two Ponds National Wildlife Refuge
3915,Buffalo Lake National Wildlife Refuge
3916,Cahaba River National Wildlife Refuge
3917,Fish Springs National Wildlife Refuge
3918,Kulm Wetland Management District
3919,McNary National Wildlife Refuge
3920,Ruby Lake National Wildlife Refuge
3921,Rydell National Wildlife Refuge
3922,Sheldon National Wildlife Refuge
3923,Izembek National Wildlife Refuge
3924,Northern Tallgrass Prairie National Wildlife Refuge
3925,Sauta Cave National Wildlife Refuge
3926,Watercress Darter National Wildlife Refuge
3927,Key Cave National Wildlife Refuge
3928,Logan Cave National Wildlife Refuge
3929,Bill Williams River National Wildlife Refuge
3930,Leslie Canyon National Wildlife Refuge
3931,Hopper Mountain National Wildlife Refuge
3932,Butte Sink Wildlife Management Area
3933,Pixley National Wildlife Refuge
3934,Castle Rock National Wildlife Refuge
3935,Steve Thompson North Central Valley Wildlife Management Area
3936,Farallon National Wildlife Refuge
3937,Ellicott Slough National Wildlife Refuge
3938,Antioch Dunes National Wildlife Refuge
3939,Marin Islands National Wildlife Refuge
3940,Blue Ridge National Wildlife Refuge
3941,San Joaquin River National Wildlife Refuge
3942,Mortenson Lake National Wildlife Refuge
3943,Bamforth National Wildlife Refuge
3944,Crocodile Lake National Wildlife Refuge
3945,Lake Wales Ridge National Wildlife Refuge
3946,Ten Thousand Islands National Wildlife Refuge
3947,St. Johns National Wildlife Refuge
3948,Passage Key National Wildlife Refuge
3949,Pinellas National Wildlife Refuge
3950,Karl E. Mundt National Wildlife Refuge
3952,Lower Rio Grande Valley National Wildlife Refuge
3957,Shawangunk Grasslands National Wildlife Refuge
3958,Ozark Plateau National Wildlife Refuge
3959,Tualatin River National Wildlife Refuge
3960,John W. and Louise Seier National Wildlife Refuge
3961,Boyer Chute National Wildlife Refuge
3962,Sevilleta National Wildlife Refuge
3963,San Andres National Wildlife Refuge
3964,Florida Panther National Wildlife Refuge
3965,Wolf Island National Wildlife Refuge
3966,Tybee National Wildlife Refuge
3967,Kakahai‘a National Wildlife Refuge
3968,Baker Island National Wildlife Refuge
3995,Ankeny National Wildlife Refuge
3996,Moapa Valley National Wildlife Refuge
3997,Seatuck National Wildlife Refuge
3998,Conscience Point National Wildlife Refuge
3999,Elizabeth Alexandra Morton National Wildlife Refuge
4000,West Sister Island National Wildlife Refuge
4001,Nestucca Bay National Wildlife Refuge
4002,Vieques National Wildlife Refuge
4004,John H. Chafee National Wildlife Refuge
4005,Waccamaw National Wildlife Refuge
4007,Howland Island National Wildlife Refuge
4008,Jarvis Island National Wildlife Refuge
4009,Rose Atoll National Wildlife Refuge
4010,Hawaiian Islands National Wildlife Refuge
4011,Kingman Reef National Wildlife Refuge
4012,Palmyra Atoll National Wildlife Refuge
4013,Oahu Forest National Wildlife Refuge
4014,Red River National Wildlife Refuge
4015,Cat Island National Wildlife Refuge
4016,Bayou Teche National Wildlife Refuge
4017,Aroostook National Wildlife Refuge
4018,Michigan Islands National Wildlife Refuge
4019,Mille Lacs National Wildlife Refuge
4020,Pilot Knob National Wildlife Refuge
4021,Lost Trail National Wildlife Refuge
4029,Florence Lake National Wildlife Refuge
4035,Trinity River National Wildlife Refuge
4037,Wallops Island National Wildlife Refuge
4038,Plum Tree Island National Wildlife Refuge
4039,Featherstone National Wildlife Refuge
4041,Steigerwald Lake National Wildlife Refuge
4042,Occoquan Bay National Wildlife Refuge
4043,Fisherman Island National Wildlife Refuge
4044,Green Cay National Wildlife Refuge
4045,Saddle Mountain National Wildlife Refuge
4046,Thacher Island National Wildlife Refuge
4047,Mashpee National Wildlife Refuge
4048,Massasoit National Wildlife Refuge
4049,Great River National Wildlife Refuge
4050,Coldwater River National Wildlife Refuge
4051,Green Bay National Wildlife Refuge
4052,Gravel Island National Wildlife Refuge
4053,Cokeville Meadows National Wildlife Refuge
4054,Port Louisa National Wildlife Refuge
4055,Middle Mississippi River National Wildlife Refuge
4056,Two Rivers National Wildlife Refuge
4057,Big Oaks National Wildlife Refuge
4058,Marais des Cygnes National Wildlife Refuge
4059,Clarks River National Wildlife Refuge
4060,Nomans Land Island National Wildlife Refuge
4061,Assabet River National Wildlife Refuge
4063,Glenn Martin National Wildlife Refuge
4064,Seal Island National Wildlife Refuge
4065,Franklin Island National Wildlife Refuge
4066,Ala Kahakai National Historic Trail
4071,Essex National Heritage Area
4072,Fort Foote Park
4074,American National Fish and Wildlife Museum:  Wonders of Wild
4075,Lincoln Park Coast Cultural District
4091,Willow Creek-Lurline Wildlife Management Area
4092,Whittlesey Creek National Wildlife Refuge
4094,Detroit River International Wildlife Refuge
4095,Michigan Wetland Management District
4098,Tewaukon Wetland Management District
4099,Long Lake Wetland Management District
4100,Rock Lake National Wildlife Refuge
4101,Hewitt Lake National Wildlife Refuge
4109,Safford-Morenci Trail
4110,Wood Thrush Trail
4138,Lonetree Wildlife Management Area
4148,Bond Swamp National Wildlife Refuge
